aircraft_code;seat_no;fare_conditions
GHY;35B;ECONOMY
GHY;35C;PREMIUM
GHY;35D;PREMIUM
GHY;36A;ADVANCE
GHY;36B;ADVANCE
GHY;36C;BUISNESS
GHY;36D;BUISNESS
GHY;37A;BASE
GHY;37B;ULTRAKAIF
GHY;37C;ADVANCE
GHY;37D;ADVANCE
GHY;38A;ECONOMY
GHY;38B;BASE
GHY;38C;BASE
GHY;38D;BUISNESS
GHY;39A;ADVANCE
GHY;39B;ADVANCE
GHY;39C;BUISNESS
GHY;39D;ULTRAKAIF
GHY;40A;ADVANCE
GHY;40B;ECONOMY
GHY;40C;PREMIUM
GHY;40D;ECONOMY
HMP;1A;ULTRAKAIF
HMP;1B;ADVANCE
HMP;1C;BUISNESS
HMP;1D;ADVANCE
HMP;2A;ADVANCE
HMP;2B;ADVANCE
HMP;2C;ULTRAKAIF
HMP;2D;BUISNESS
HMP;3A;ECONOMY
HMP;3B;ULTRAKAIF
HMP;3C;ECONOMY
HMP;3D;ULTRAKAIF
HMP;4A;ECONOMY
HMP;4B;ADVANCE
HMP;4C;BASE
HMP;4D;BUISNESS
HMP;5A;PREMIUM
HMP;5B;PREMIUM
HMP;5C;BUISNESS
HMP;5D;BASE
HMP;6A;BASE
HMP;6B;BASE
HMP;6C;BUISNESS
HMP;6D;BUISNESS
HMP;7A;ECONOMY
HMP;7B;ECONOMY
HMP;7C;ADVANCE
HMP;7D;BASE
HMP;8A;ADVANCE
HMP;8B;ADVANCE
HMP;8C;ECONOMY
HMP;8D;BUISNESS
HMP;9A;ADVANCE
HMP;9B;BUISNESS
HMP;9C;ULTRAKAIF
HMP;9D;ECONOMY
HMP;10A;BUISNESS
HMP;10B;ADVANCE
HMP;10C;BUISNESS
HMP;10D;ULTRAKAIF
HMP;11A;BUISNESS
HMP;11B;BUISNESS
HMP;11C;BASE
HMP;11D;PREMIUM
HMP;12A;BUISNESS
HMP;12B;BASE
HMP;12C;BASE
HMP;12D;ADVANCE
HMP;13A;ECONOMY
HMP;13B;BASE
HMP;13C;PREMIUM
HMP;13D;ULTRAKAIF
HMP;14A;PREMIUM
HMP;14B;BUISNESS
HMP;14C;BUISNESS
HMP;14D;ULTRAKAIF
HMP;15A;BASE
HMP;15B;PREMIUM
HMP;15C;PREMIUM
HMP;15D;ULTRAKAIF
HMP;16A;BUISNESS
HMP;16B;BASE
HMP;16C;BASE
HMP;16D;ECONOMY
HMP;17A;ECONOMY
HMP;17B;BASE
HMP;17C;PREMIUM
HMP;17D;ADVANCE
HMP;18A;ADVANCE
HMP;18B;BUISNESS
HMP;18C;ULTRAKAIF
HMP;18D;BASE
HMP;19A;ULTRAKAIF
HMP;19B;PREMIUM
HMP;19C;BASE
HMP;19D;ULTRAKAIF
HMP;20A;ULTRAKAIF
HMP;20B;BUISNESS
HMP;20C;BASE
HMP;20D;ADVANCE
HMP;21A;BASE
HMP;21B;ULTRAKAIF
HMP;21C;PREMIUM
HMP;21D;ADVANCE
HMP;22A;PREMIUM
HMP;22B;ULTRAKAIF
HMP;22C;ULTRAKAIF
HMP;22D;PREMIUM
HMP;23A;ECONOMY
HMP;23B;ECONOMY
HMP;23C;PREMIUM
HMP;23D;ADVANCE
HMP;24A;PREMIUM
HMP;24B;ADVANCE
HMP;24C;BASE
HMP;24D;ADVANCE
HMP;25A;ADVANCE
HMP;25B;BASE
HMP;25C;BASE
HMP;25D;ULTRAKAIF
HMP;26A;ULTRAKAIF
HMP;26B;PREMIUM
HMP;26C;BASE
HMP;26D;ULTRAKAIF
HMP;27A;BUISNESS
HMP;27B;ECONOMY
HMP;27C;BUISNESS
HMP;27D;ECONOMY
HMP;28A;BUISNESS
HMP;28B;ULTRAKAIF
HMP;28C;ULTRAKAIF
HMP;28D;BUISNESS
HMP;29A;ULTRAKAIF
HMP;29B;ECONOMY
HMP;29C;ECONOMY
HMP;29D;ULTRAKAIF
HMP;30A;ADVANCE
HMP;30B;BUISNESS
HMP;30C;ULTRAKAIF
HMP;30D;BUISNESS
HMP;31A;ULTRAKAIF
HMP;31B;ULTRAKAIF
HMP;31C;ADVANCE
HMP;31D;ULTRAKAIF
HMP;32A;ULTRAKAIF
HMP;32B;ADVANCE
HMP;32C;ULTRAKAIF
HMP;32D;PREMIUM
HMP;33A;PREMIUM
HMP;33B;BUISNESS
HMP;33C;BASE
HMP;33D;PREMIUM
HMP;34A;PREMIUM
HMP;34B;PREMIUM
HMP;34C;PREMIUM
HMP;34D;BASE
HMP;35A;ULTRAKAIF
HMP;35B;ECONOMY
HMP;35C;ADVANCE
HMP;35D;BASE
HMP;36A;BASE
HMP;36B;ADVANCE
HMP;36C;ULTRAKAIF
HMP;36D;ULTRAKAIF
HMP;37A;ADVANCE
HMP;37B;BUISNESS
HMP;37C;BUISNESS
HMP;37D;ADVANCE
HMP;38A;BUISNESS
HMP;38B;BASE
HMP;38C;ECONOMY
HMP;38D;ECONOMY
HMP;39A;BUISNESS
HMP;39B;BUISNESS
HMP;39C;ULTRAKAIF
HMP;39D;ADVANCE
HMP;40A;BASE
HMP;40B;PREMIUM
HMP;40C;PREMIUM
HMP;40D;BUISNESS
DNX;1A;ADVANCE
DNX;1B;BUISNESS
DNX;1C;ADVANCE
DNX;1D;ULTRAKAIF
DNX;2A;BASE
DNX;2B;BASE
DNX;2C;ADVANCE
DNX;2D;PREMIUM
DNX;3A;PREMIUM
DNX;3B;BUISNESS
DNX;3C;BUISNESS
DNX;3D;ADVANCE
DNX;4A;BASE
DNX;4B;ULTRAKAIF
DNX;4C;ULTRAKAIF
DNX;4D;ECONOMY
DNX;5A;BUISNESS
DNX;5B;ADVANCE
DNX;5C;ADVANCE
DNX;5D;ECONOMY
DNX;6A;ULTRAKAIF
DNX;6B;ADVANCE
DNX;6C;BASE
DNX;6D;ADVANCE
DNX;7A;BASE
DNX;7B;PREMIUM
DNX;7C;ULTRAKAIF
DNX;7D;BUISNESS
DNX;8A;ADVANCE
DNX;8B;ADVANCE
DNX;8C;ECONOMY
DNX;8D;BASE
DNX;9A;ECONOMY
DNX;9B;BUISNESS
DNX;9C;PREMIUM
DNX;9D;ULTRAKAIF
DNX;10A;PREMIUM
DNX;10B;ULTRAKAIF
DNX;10C;BASE
DNX;10D;ULTRAKAIF
DNX;11A;ADVANCE
DNX;11B;BUISNESS
DNX;11C;BASE
DNX;11D;BASE
DNX;12A;BUISNESS
DNX;12B;BASE
DNX;12C;ULTRAKAIF
DNX;12D;ULTRAKAIF
DNX;13A;BASE
DNX;13B;ULTRAKAIF
DNX;13C;ADVANCE
DNX;13D;ULTRAKAIF
DNX;14A;PREMIUM
DNX;14B;BUISNESS
DNX;14C;ECONOMY
DNX;14D;BASE
DNX;15A;ADVANCE
DNX;15B;PREMIUM
DNX;15C;BASE
DNX;15D;PREMIUM
DNX;16A;ECONOMY
DNX;16B;ECONOMY
DNX;16C;ULTRAKAIF
DNX;16D;ECONOMY
DNX;17A;PREMIUM
DNX;17B;BASE
DNX;17C;ADVANCE
DNX;17D;BASE
DNX;18A;ECONOMY
DNX;18B;ECONOMY
DNX;18C;ULTRAKAIF
DNX;18D;BASE
DNX;19A;ADVANCE
DNX;19B;PREMIUM
DNX;19C;PREMIUM
DNX;19D;ULTRAKAIF
DNX;20A;BUISNESS
DNX;20B;BUISNESS
DNX;20C;ULTRAKAIF
DNX;20D;ADVANCE
DNX;21A;ULTRAKAIF
DNX;21B;ULTRAKAIF
DNX;21C;BUISNESS
DNX;21D;ECONOMY
DNX;22A;ECONOMY
DNX;22B;ECONOMY
DNX;22C;BUISNESS
DNX;22D;ULTRAKAIF
DNX;23A;BASE
DNX;23B;ULTRAKAIF
DNX;23C;ADVANCE
DNX;23D;ULTRAKAIF
DNX;24A;BASE
DNX;24B;BUISNESS
DNX;24C;ULTRAKAIF
DNX;24D;ULTRAKAIF
DNX;25A;ADVANCE
DNX;25B;BUISNESS
DNX;25C;ADVANCE
DNX;25D;ECONOMY
DNX;26A;ADVANCE
DNX;26B;PREMIUM
DNX;26C;PREMIUM
DNX;26D;PREMIUM
DNX;27A;BUISNESS
DNX;27B;ULTRAKAIF
DNX;27C;ECONOMY
DNX;27D;BASE
DNX;28A;BASE
DNX;28B;ADVANCE
DNX;28C;BUISNESS
DNX;28D;PREMIUM
DNX;29A;PREMIUM
DNX;29B;BASE
DNX;29C;ULTRAKAIF
DNX;29D;PREMIUM
DNX;30A;ULTRAKAIF
DNX;30B;ULTRAKAIF
DNX;30C;BUISNESS
DNX;30D;PREMIUM
DNX;31A;BASE
DNX;31B;ADVANCE
DNX;31C;PREMIUM
DNX;31D;BASE
DNX;32A;ADVANCE
DNX;32B;BUISNESS
DNX;32C;BASE
DNX;32D;PREMIUM
DNX;33A;BUISNESS
DNX;33B;ECONOMY
DNX;33C;ULTRAKAIF
DNX;33D;PREMIUM
DNX;34A;BUISNESS
DNX;34B;ECONOMY
DNX;34C;BASE
DNX;34D;PREMIUM
DNX;35A;ADVANCE
DNX;35B;BASE
DNX;35C;BUISNESS
DNX;35D;BASE
DNX;36A;PREMIUM
DNX;36B;PREMIUM
DNX;36C;ECONOMY
DNX;36D;BASE
DNX;37A;BUISNESS
DNX;37B;ADVANCE
DNX;37C;BUISNESS
DNX;37D;ECONOMY
DNX;38A;BASE
DNX;38B;ULTRAKAIF
DNX;38C;BASE
DNX;38D;ULTRAKAIF
DNX;39A;ADVANCE
DNX;39B;ADVANCE
DNX;39C;BASE
DNX;39D;PREMIUM
DNX;40A;ECONOMY
DNX;40B;ULTRAKAIF
DNX;40C;BUISNESS
DNX;40D;BUISNESS
TFN;1A;ECONOMY
TFN;1B;PREMIUM
TFN;1C;BUISNESS
TFN;1D;BASE
TFN;2A;BASE
TFN;2B;ULTRAKAIF
TFN;2C;BUISNESS
TFN;2D;ULTRAKAIF
TFN;3A;BUISNESS
TFN;3B;ADVANCE
TFN;3C;BASE
TFN;3D;BUISNESS
TFN;4A;PREMIUM
TFN;4B;BUISNESS
TFN;4C;BUISNESS
TFN;4D;ADVANCE
TFN;5A;PREMIUM
TFN;5B;ECONOMY
TFN;5C;ECONOMY
TFN;5D;BUISNESS
TFN;6A;BUISNESS
TFN;6B;ADVANCE
TFN;6C;ULTRAKAIF
TFN;6D;ECONOMY
TFN;7A;ULTRAKAIF
TFN;7B;BUISNESS
TFN;7C;ADVANCE
TFN;7D;BASE
TFN;8A;ULTRAKAIF
TFN;8B;PREMIUM
TFN;8C;PREMIUM
TFN;8D;ADVANCE
TFN;9A;ECONOMY
TFN;9B;ULTRAKAIF
TFN;9C;ADVANCE
TFN;9D;ULTRAKAIF
TFN;10A;PREMIUM
TFN;10B;ECONOMY
TFN;10C;BUISNESS
TFN;10D;ADVANCE
TFN;11A;ULTRAKAIF
TFN;11B;ECONOMY
TFN;11C;ECONOMY
TFN;11D;ECONOMY
TFN;12A;PREMIUM
TFN;12B;ADVANCE
TFN;12C;ULTRAKAIF
TFN;12D;ECONOMY
TFN;13A;ECONOMY
TFN;13B;ECONOMY
TFN;13C;BASE
TFN;13D;ADVANCE
TFN;14A;ECONOMY
TFN;14B;ECONOMY
TFN;14C;PREMIUM
TFN;14D;ADVANCE
TFN;15A;BUISNESS
TFN;15B;ADVANCE
TFN;15C;ECONOMY
TFN;15D;ECONOMY
TFN;16A;ADVANCE
TFN;16B;ADVANCE
TFN;16C;PREMIUM
TFN;16D;ULTRAKAIF
TFN;17A;ADVANCE
TFN;17B;BUISNESS
TFN;17C;ULTRAKAIF
TFN;17D;BASE
TFN;18A;ADVANCE
TFN;18B;ULTRAKAIF
TFN;18C;BASE
TFN;18D;ECONOMY
TFN;19A;ECONOMY
TFN;19B;BASE
TFN;19C;ECONOMY
TFN;19D;BASE
TFN;20A;BASE
TFN;20B;PREMIUM
TFN;20C;ULTRAKAIF
TFN;20D;BASE
TFN;21A;ULTRAKAIF
TFN;21B;BASE
TFN;21C;PREMIUM
TFN;21D;ECONOMY
TFN;22A;ADVANCE
TFN;22B;PREMIUM
TFN;22C;BUISNESS
TFN;22D;BUISNESS
TFN;23A;BASE
TFN;23B;ECONOMY
TFN;23C;ADVANCE
TFN;23D;ECONOMY
TFN;24A;ULTRAKAIF
TFN;24B;ADVANCE
TFN;24C;ECONOMY
TFN;24D;ULTRAKAIF
TFN;25A;PREMIUM
TFN;25B;ULTRAKAIF
TFN;25C;ECONOMY
TFN;25D;BASE
TFN;26A;BUISNESS
TFN;26B;BASE
TFN;26C;PREMIUM
TFN;26D;ECONOMY
TFN;27A;ULTRAKAIF
TFN;27B;PREMIUM
TFN;27C;PREMIUM
TFN;27D;ULTRAKAIF
TFN;28A;ADVANCE
TFN;28B;PREMIUM
TFN;28C;PREMIUM
TFN;28D;BASE
TFN;29A;PREMIUM
TFN;29B;ULTRAKAIF
TFN;29C;BASE
TFN;29D;ULTRAKAIF
TFN;30A;ULTRAKAIF
TFN;30B;ULTRAKAIF
TFN;30C;ADVANCE
TFN;30D;BUISNESS
TFN;31A;PREMIUM
TFN;31B;ULTRAKAIF
TFN;31C;ECONOMY
TFN;31D;ADVANCE
TFN;32A;BASE
TFN;32B;ULTRAKAIF
TFN;32C;ULTRAKAIF
TFN;32D;ECONOMY
TFN;33A;PREMIUM
TFN;33B;BUISNESS
TFN;33C;BASE
TFN;33D;ULTRAKAIF
TFN;34A;BASE
TFN;34B;BASE
TFN;34C;ECONOMY
TFN;34D;ULTRAKAIF
TFN;35A;ULTRAKAIF
TFN;35B;PREMIUM
TFN;35C;BASE
TFN;35D;BASE
TFN;36A;BUISNESS
TFN;36B;ECONOMY
TFN;36C;BASE
TFN;36D;ECONOMY
TFN;37A;ECONOMY
TFN;37B;ULTRAKAIF
TFN;37C;ADVANCE
TFN;37D;ADVANCE
TFN;38A;ADVANCE
TFN;38B;PREMIUM
TFN;38C;BUISNESS
TFN;38D;ULTRAKAIF
TFN;39A;BASE
TFN;39B;ULTRAKAIF
TFN;39C;ULTRAKAIF
TFN;39D;ECONOMY
TFN;40A;BASE
TFN;40B;BUISNESS
TFN;40C;ULTRAKAIF
TFN;40D;BASE
MZY;1A;PREMIUM
MZY;1B;BUISNESS
MZY;1C;PREMIUM
MZY;1D;PREMIUM
MZY;2A;ADVANCE
MZY;2B;BUISNESS
MZY;2C;ULTRAKAIF
MZY;2D;ADVANCE
MZY;3A;ADVANCE
MZY;3B;BASE
MZY;3C;BUISNESS
MZY;3D;BASE
MZY;4A;BASE
MZY;4B;ECONOMY
MZY;4C;ULTRAKAIF
MZY;4D;ECONOMY
MZY;5A;ADVANCE
MZY;5B;PREMIUM
MZY;5C;BUISNESS
MZY;5D;BUISNESS
MZY;6A;ECONOMY
MZY;6B;PREMIUM
MZY;6C;ULTRAKAIF
MZY;6D;ECONOMY
MZY;7A;PREMIUM
MZY;7B;PREMIUM
MZY;7C;BUISNESS
MZY;7D;BASE
MZY;8A;BASE
MZY;8B;PREMIUM
MZY;8C;ECONOMY
MZY;8D;PREMIUM
MZY;9A;ADVANCE
MZY;9B;BASE
MZY;9C;ECONOMY
MZY;9D;ADVANCE
MZY;10A;BASE
MZY;10B;ULTRAKAIF
MZY;10C;ECONOMY
MZY;10D;BUISNESS
MZY;11A;BUISNESS
MZY;11B;BASE
MZY;11C;BUISNESS
MZY;11D;PREMIUM
MZY;12A;ADVANCE
MZY;12B;BUISNESS
MZY;12C;PREMIUM
MZY;12D;ULTRAKAIF
MZY;13A;ECONOMY
MZY;13B;ADVANCE
MZY;13C;BASE
MZY;13D;BASE
MZY;14A;ADVANCE
MZY;14B;ULTRAKAIF
MZY;14C;PREMIUM
MZY;14D;ULTRAKAIF
MZY;15A;BASE
MZY;15B;ECONOMY
MZY;15C;BUISNESS
MZY;15D;BUISNESS
MZY;16A;ADVANCE
MZY;16B;ECONOMY
MZY;16C;BUISNESS
MZY;16D;ADVANCE
MZY;17A;ADVANCE
MZY;17B;ADVANCE
MZY;17C;BASE
MZY;17D;ULTRAKAIF
MZY;18A;BUISNESS
MZY;18B;BUISNESS
MZY;18C;ADVANCE
MZY;18D;PREMIUM
MZY;19A;ADVANCE
MZY;19B;BASE
MZY;19C;BUISNESS
MZY;19D;BASE
MZY;20A;ADVANCE
MZY;20B;PREMIUM
MZY;20C;BASE
MZY;20D;BASE
MZY;21A;ULTRAKAIF
MZY;21B;BASE
MZY;21C;BASE
MZY;21D;ULTRAKAIF
MZY;22A;BUISNESS
MZY;22B;ADVANCE
MZY;22C;ADVANCE
MZY;22D;ULTRAKAIF
MZY;23A;PREMIUM
MZY;23B;PREMIUM
MZY;23C;ULTRAKAIF
MZY;23D;ADVANCE
MZY;24A;ADVANCE
MZY;24B;BASE
MZY;24C;PREMIUM
MZY;24D;BASE
MZY;25A;PREMIUM
MZY;25B;BUISNESS
MZY;25C;ULTRAKAIF
MZY;25D;BUISNESS
MZY;26A;ECONOMY
MZY;26B;ECONOMY
MZY;26C;ECONOMY
MZY;26D;BUISNESS
MZY;27A;ADVANCE
MZY;27B;PREMIUM
MZY;27C;ADVANCE
MZY;27D;BASE
MZY;28A;ADVANCE
MZY;28B;BASE
MZY;28C;BUISNESS
MZY;28D;ADVANCE
MZY;29A;BASE
MZY;29B;PREMIUM
MZY;29C;ECONOMY
MZY;29D;ADVANCE
MZY;30A;PREMIUM
MZY;30B;BUISNESS
MZY;30C;ECONOMY
MZY;30D;PREMIUM
MZY;31A;ECONOMY
MZY;31B;BASE
MZY;31C;BASE
MZY;31D;PREMIUM
MZY;32A;ULTRAKAIF
MZY;32B;ADVANCE
MZY;32C;ECONOMY
MZY;32D;ULTRAKAIF
MZY;33A;BASE
MZY;33B;ADVANCE
MZY;33C;ULTRAKAIF
MZY;33D;ADVANCE
MZY;34A;ECONOMY
MZY;34B;BASE
MZY;34C;ECONOMY
MZY;34D;BASE
MZY;35A;BUISNESS
MZY;35B;BUISNESS
MZY;35C;BUISNESS
MZY;35D;ECONOMY
MZY;36A;BUISNESS
MZY;36B;BUISNESS
MZY;36C;BASE
MZY;36D;ULTRAKAIF
MZY;37A;BASE
MZY;37B;BASE
MZY;37C;PREMIUM
MZY;37D;ECONOMY
MZY;38A;ECONOMY
MZY;38B;ADVANCE
MZY;38C;BUISNESS
MZY;38D;BASE
MZY;39A;ECONOMY
MZY;39B;ECONOMY
MZY;39C;BASE
MZY;39D;ULTRAKAIF
MZY;40A;ULTRAKAIF
MZY;40B;PREMIUM
MZY;40C;BUISNESS
MZY;40D;ECONOMY
NTS;1A;ECONOMY
NTS;1B;BUISNESS
NTS;1C;ADVANCE
NTS;1D;ADVANCE
NTS;2A;ULTRAKAIF
NTS;2B;ADVANCE
NTS;2C;ADVANCE
NTS;2D;ECONOMY
NTS;3A;ADVANCE
NTS;3B;PREMIUM
NTS;3C;ADVANCE
NTS;3D;BASE
NTS;4A;ECONOMY
NTS;4B;PREMIUM
NTS;4C;PREMIUM
NTS;4D;BUISNESS
NTS;5A;ECONOMY
NTS;5B;ADVANCE
NTS;5C;BASE
NTS;5D;ADVANCE
NTS;6A;BASE
NTS;6B;ECONOMY
NTS;6C;ECONOMY
NTS;6D;BASE
NTS;7A;BUISNESS
NTS;7B;PREMIUM
NTS;7C;ADVANCE
NTS;7D;BUISNESS
NTS;8A;PREMIUM
NTS;8B;ULTRAKAIF
NTS;8C;ULTRAKAIF
NTS;8D;ULTRAKAIF
NTS;9A;ECONOMY
NTS;9B;ULTRAKAIF
NTS;9C;ULTRAKAIF
NTS;9D;BASE
NTS;10A;ECONOMY
NTS;10B;PREMIUM
NTS;10C;BUISNESS
NTS;10D;BUISNESS
NTS;11A;BASE
NTS;11B;BUISNESS
NTS;11C;ECONOMY
NTS;11D;BUISNESS
NTS;12A;ECONOMY
NTS;12B;BUISNESS
NTS;12C;ECONOMY
NTS;12D;PREMIUM
NTS;13A;BUISNESS
NTS;13B;BASE
NTS;13C;ADVANCE
NTS;13D;PREMIUM
NTS;14A;BUISNESS
NTS;14B;ULTRAKAIF
NTS;14C;ULTRAKAIF
NTS;14D;BASE
NTS;15A;PREMIUM
NTS;15B;BASE
NTS;15C;ECONOMY
NTS;15D;BUISNESS
NTS;16A;PREMIUM
NTS;16B;ULTRAKAIF
NTS;16C;PREMIUM
NTS;16D;BASE
NTS;17A;ADVANCE
NTS;17B;ADVANCE
NTS;17C;PREMIUM
NTS;17D;ADVANCE
NTS;18A;ADVANCE
NTS;18B;ULTRAKAIF
NTS;18C;ADVANCE
NTS;18D;ECONOMY
NTS;19A;ULTRAKAIF
NTS;19B;ECONOMY
NTS;19C;BASE
NTS;19D;ECONOMY
NTS;20A;BUISNESS
NTS;20B;ECONOMY
NTS;20C;ECONOMY
NTS;20D;BASE
NTS;21A;ULTRAKAIF
NTS;21B;PREMIUM
NTS;21C;BASE
NTS;21D;BUISNESS
NTS;22A;BUISNESS
NTS;22B;BASE
NTS;22C;PREMIUM
NTS;22D;ECONOMY
NTS;23A;BUISNESS
NTS;23B;BASE
NTS;23C;BASE
NTS;23D;BUISNESS
NTS;24A;BASE
NTS;24B;ADVANCE
NTS;24C;ADVANCE
NTS;24D;BASE
NTS;25A;ADVANCE
NTS;25B;BUISNESS
NTS;25C;ULTRAKAIF
NTS;25D;ECONOMY
NTS;26A;ECONOMY
NTS;26B;BUISNESS
NTS;26C;BASE
NTS;26D;BUISNESS
NTS;27A;ADVANCE
NTS;27B;BUISNESS
NTS;27C;ULTRAKAIF
NTS;27D;ULTRAKAIF
NTS;28A;PREMIUM
NTS;28B;BASE
NTS;28C;PREMIUM
NTS;28D;ECONOMY
NTS;29A;BASE
NTS;29B;PREMIUM
NTS;29C;ECONOMY
NTS;29D;BUISNESS
NTS;30A;ULTRAKAIF
NTS;30B;ADVANCE
NTS;30C;BASE
NTS;30D;BUISNESS
NTS;31A;ULTRAKAIF
NTS;31B;BUISNESS
NTS;31C;PREMIUM
NTS;31D;PREMIUM
NTS;32A;ADVANCE
NTS;32B;ECONOMY
NTS;32C;PREMIUM
NTS;32D;ECONOMY
NTS;33A;ULTRAKAIF
NTS;33B;BASE
NTS;33C;ULTRAKAIF
NTS;33D;ADVANCE
NTS;34A;BUISNESS
NTS;34B;BUISNESS
NTS;34C;PREMIUM
NTS;34D;ULTRAKAIF
NTS;35A;ULTRAKAIF
NTS;35B;PREMIUM
NTS;35C;PREMIUM
NTS;35D;BASE
NTS;36A;ADVANCE
NTS;36B;ADVANCE
NTS;36C;ECONOMY
NTS;36D;ECONOMY
NTS;37A;ULTRAKAIF
NTS;37B;ULTRAKAIF
NTS;37C;PREMIUM
NTS;37D;PREMIUM
NTS;38A;ADVANCE
NTS;38B;PREMIUM
NTS;38C;ECONOMY
NTS;38D;ULTRAKAIF
NTS;39A;ADVANCE
NTS;39B;ECONOMY
NTS;39C;BUISNESS
NTS;39D;BUISNESS
NTS;40A;ECONOMY
NTS;40B;ECONOMY
NTS;40C;BUISNESS
NTS;40D;BASE
FCF;1A;PREMIUM
FCF;1B;ULTRAKAIF
FCF;1C;ULTRAKAIF
FCF;1D;PREMIUM
FCF;2A;BUISNESS
FCF;2B;ULTRAKAIF
FCF;2C;PREMIUM
FCF;2D;PREMIUM
FCF;3A;BASE
FCF;3B;BUISNESS
FCF;3C;ULTRAKAIF
FCF;3D;ULTRAKAIF
FCF;4A;ADVANCE
FCF;4B;ADVANCE
FCF;4C;ULTRAKAIF
FCF;4D;ADVANCE
FCF;5A;PREMIUM
FCF;5B;PREMIUM
FCF;5C;BUISNESS
FCF;5D;BUISNESS
FCF;6A;BASE
FCF;6B;PREMIUM
FCF;6C;BUISNESS
FCF;6D;BUISNESS
FCF;7A;BUISNESS
FCF;7B;ADVANCE
FCF;7C;ECONOMY
FCF;7D;BUISNESS
FCF;8A;BUISNESS
FCF;8B;PREMIUM
FCF;8C;BUISNESS
FCF;8D;ECONOMY
FCF;9A;PREMIUM
FCF;9B;BUISNESS
FCF;9C;ECONOMY
FCF;9D;PREMIUM
FCF;10A;ECONOMY
FCF;10B;BUISNESS
FCF;10C;ECONOMY
FCF;10D;BASE
FCF;11A;BUISNESS
FCF;11B;ECONOMY
FCF;11C;BUISNESS
FCF;11D;BUISNESS
FCF;12A;ADVANCE
FCF;12B;ADVANCE
FCF;12C;ULTRAKAIF
FCF;12D;ADVANCE
FCF;13A;ADVANCE
FCF;13B;PREMIUM
FCF;13C;BUISNESS
FCF;13D;ADVANCE
FCF;14A;ECONOMY
FCF;14B;ADVANCE
FCF;14C;ECONOMY
FCF;14D;ADVANCE
FCF;15A;BUISNESS
FCF;15B;BUISNESS
FCF;15C;BASE
FCF;15D;BASE
FCF;16A;ECONOMY
FCF;16B;ECONOMY
FCF;16C;ADVANCE
FCF;16D;ECONOMY
FCF;17A;ULTRAKAIF
FCF;17B;ECONOMY
FCF;17C;BASE
FCF;17D;ECONOMY
FCF;18A;ECONOMY
FCF;18B;ADVANCE
FCF;18C;BUISNESS
FCF;18D;ULTRAKAIF
FCF;19A;ECONOMY
FCF;19B;ECONOMY
FCF;19C;ADVANCE
FCF;19D;ADVANCE
FCF;20A;ECONOMY
FCF;20B;BASE
FCF;20C;ADVANCE
FCF;20D;ADVANCE
FCF;21A;PREMIUM
FCF;21B;ECONOMY
FCF;21C;ADVANCE
FCF;21D;ULTRAKAIF
FCF;22A;BUISNESS
FCF;22B;PREMIUM
FCF;22C;BASE
FCF;22D;ECONOMY
FCF;23A;BASE
FCF;23B;ULTRAKAIF
FCF;23C;BUISNESS
FCF;23D;ADVANCE
FCF;24A;ADVANCE
FCF;24B;PREMIUM
FCF;24C;ADVANCE
FCF;24D;BUISNESS
FCF;25A;ULTRAKAIF
FCF;25B;ULTRAKAIF
FCF;25C;BUISNESS
FCF;25D;ECONOMY
FCF;26A;BUISNESS
FCF;26B;BUISNESS
FCF;26C;ULTRAKAIF
FCF;26D;BASE
FCF;27A;ADVANCE
FCF;27B;ULTRAKAIF
FCF;27C;BUISNESS
FCF;27D;PREMIUM
FCF;28A;BUISNESS
FCF;28B;ECONOMY
FCF;28C;ADVANCE
FCF;28D;BUISNESS
FCF;29A;PREMIUM
FCF;29B;BASE
FCF;29C;BASE
FCF;29D;PREMIUM
FCF;30A;BUISNESS
FCF;30B;BASE
FCF;30C;PREMIUM
FCF;30D;ADVANCE
FCF;31A;BUISNESS
FCF;31B;BASE
FCF;31C;ULTRAKAIF
FCF;31D;BASE
FCF;32A;PREMIUM
FCF;32B;BUISNESS
FCF;32C;ULTRAKAIF
FCF;32D;PREMIUM
FCF;33A;BUISNESS
FCF;33B;ECONOMY
FCF;33C;ULTRAKAIF
FCF;33D;BASE
FCF;34A;ADVANCE
FCF;34B;BUISNESS
FCF;34C;PREMIUM
FCF;34D;ULTRAKAIF
FCF;35A;BUISNESS
FCF;35B;ECONOMY
FCF;35C;BASE
FCF;35D;BUISNESS
FCF;36A;BUISNESS
FCF;36B;BASE
FCF;36C;BASE
FCF;36D;ADVANCE
FCF;37A;ULTRAKAIF
FCF;37B;BASE
FCF;37C;PREMIUM
FCF;37D;BUISNESS
FCF;38A;PREMIUM
FCF;38B;ULTRAKAIF
FCF;38C;ECONOMY
FCF;38D;BUISNESS
FCF;39A;BASE
FCF;39B;ECONOMY
FCF;39C;BUISNESS
FCF;39D;BUISNESS
FCF;40A;ULTRAKAIF
FCF;40B;ADVANCE
FCF;40C;BASE
FCF;40D;BUISNESS
OJX;1A;BUISNESS
OJX;1B;PREMIUM
OJX;1C;ECONOMY
OJX;1D;ADVANCE
OJX;2A;ECONOMY
OJX;2B;PREMIUM
OJX;2C;ECONOMY
OJX;2D;BUISNESS
OJX;3A;ULTRAKAIF
OJX;3B;BUISNESS
OJX;3C;ADVANCE
OJX;3D;ADVANCE
OJX;4A;ECONOMY
OJX;4B;BUISNESS
OJX;4C;ADVANCE
OJX;4D;ADVANCE
